document,label
국제당구장,9
건강한정릉,9
바디엔필라테스,9
휴먼휘트니스클럽 앤 골프,9
탑번지 플라잉요가 필라테스,9
한게임당구장,9
태선문체육관,9
큐박스당구장,9
아크로짐 미아사거리역점,9
이너라인 필라테스 미아점,9
펀휘트니스 미아점,9
라이프 기구필라테스,9
패밀리 당구클럽,9
모던필라테스 미아점,9
라온합기도&점핑클럽,9
메이저 복싱짐 2호점,9
NH FITNESS CLUB,9
GPT골프레슨,9
수유다이어트복싱킥복싱MMA우슈,9
보라필라테스,9
썬당구장,9
소울 휘트니스,9
309필라테스,9
Good Fit,9
위빙복싱클럽,9
드림골프스토리,9
한국합기도연맹 서울총본관,9
올레이디짐 덕성여대점,9
민당구클럽,9
정릉골프레슨TSGDR아카데미,9
미아뉴타운SK북한산시티아파트농구장,9
업타운필라테스 미아사거리점,9
벨라인필라테스 길음점,9
챔피언탁구클럽,9
정릉테니스홀릭,9
당구충전소,9
요가마중,9
당구충전소 2호점,9
은진당구장,9
모아당구클럽,9
아메리카요가 미아점,9
프리모레저산업,9
잔필라테스,9
휴먼휘트니스클럽 앤 골프,9
탑번지 플라잉요가 필라테스,9
한게임당구장,9
태선문체육관,9
큐박스당구장,9
아크로짐 미아사거리역점,9
이너라인 필라테스 미아점,9
펀휘트니스 미아점,9
라이프 기구필라테스,9
패밀리 당구클럽,9
모던필라테스 미아점,9
라온합기도&점핑클럽,9
메이저 복싱짐 2호점,9
NH FITNESS CLUB,9
GPT골프레슨,9
수유다이어트복싱킥복싱MMA우슈,9
보라필라테스,9
썬당구장,9
소울 휘트니스,9
309필라테스,9
Good Fit,9
위빙복싱클럽,9
드림골프스토리,9
한국합기도연맹 서울총본관,9
올레이디짐 덕성여대점,9
민당구클럽,9
정릉골프레슨TSGDR아카데미,9
미아뉴타운SK북한산시티아파트농구장,9
업타운필라테스 미아사거리점,9
벨라인필라테스 길음점,9
챔피언탁구클럽,9
정릉테니스홀릭,9
당구충전소,9
요가마중,9
당구충전소 2호점,9
은진당구장,9
모아당구클럽,9
아메리카요가 미아점,9
프리모레저산업,9
잔필라테스,9
세화온누리약국,6
삼천약국,6
우정약국,6
코리아약국,6
푸른약국,6
서울진약국,6
온누리대성약국,6
고려약국,6
셀메드 세일약국,6
한사랑온누리약국,6
삼일약국,6
녹십자약국,6
세계로약국,6
건강비타민약국,6
행복이가득한수약국,6
수유시장약국,6
운산약국,6
세화온누리약국,6
365올리브약국,6
삼양약국,6
다나약국,6
밀알약국,6
오수약국,6
미아역온누리약국,6
수유대한약국,6
라라온누리약국,6
우리대한약국,6
새암온누리약국,6
수유동약국,6
참사랑약국,6
백십자약국,6
새현대약국,6
삼화온누리약국,6
강북김약국,6
웰빙약국,6
강북메디칼약국,6
조은약국,6
사랑약국,6
봄봄약국,6
수유온누리약국,6
그린팜약국,6
밝은온누리약국,6
수유상록수약국,6
노약국,6
한독약국,6
새솔약국,6
더사랑약국,6
다나을약국,6
고전약국,6
새서울약국,6
보광약국,6
동양당한약국,6
혜민약국,6
오렌지약국,6
강북제일약국,6
이오약국,6
SK온누리약국,6
연세약국,6
어약국,6
인수약국,6
바로나한약국,6
바이엘약국,6
민들레약국,6
누가약국,6
솔약국,6
요나약국,6
지영약국,6
수유 오약국,6
북부약국,6
옵티마네오프라자약국,6
뉴타운약국,6
상아약국,6
대명약국,6
타워온누리약국,6
수유대학약국,6
단골약국,6
윤슬약국,6
은행나무약국,6
신통일약국,6
햇살약국,6
생수당약국,6
가족사랑약국,6
안국온누리약국,6
에버그린약국,6
윤약국,6
장수약국,6
송천약국,6
강북우리약국,6
행복가득약국,6
솔샘온누리약국,6
바른약국,6
우림약국,6
그랑프리약국,6
매일약국,6
번동프라자약국,6
참약국,6
화원약국,6
해오름약국,6
삼성약국,6
수유파랑새약국,6
송일약국,6
선영약국,6
수온누리약국,6
하은약국,6
사거리우리약국,6
진약국,6
강북다모아약국,6
꿈의숲스타약국,6
대웅약국,6
명문약국,6
정문약국,6
중앙약국,6
허브약국,6
늘편한약국,6
필약국,6
온누리청수약국,6
우리들약국,6
세종약국,6
메디팜한마음약국,6
더블유스토어 창동남대문약국,6
건강약국,6
영훈약국,6
새한약국,6
엄마약국,6
번동약국,6
번동종로약국,6
조아약국,6
임온누리약국,6
미아팜약국,6
영약국,6
금빛약국,6
중앙온누리약국,6
미아약국,6
녹십자약국,6
아이팜약국,6
웰니스약국,6
한빛약국,6
정해온누리약국,6
후문한일약국,6
옵티마e편한약국,6
라파온누리약국,6
펜타약국,6
열린대학약국,6
센터피스정약국,6
후문약국,6
신프라자약국,6
태평양약국,6
래미안약국,6
대우약국,6
새신흥약국,6
착한약국,6
중앙약국,6
사랑온누리약국,6
민정약국,6
신창약국,6
덕성그린약국,6
웰팜약국,6
다온약국,6
봄약국,6
메디팜미소약국,6
메디팜미소약국,6
재원약국,6
용호약국,6
아이약국,6
종로태평양약국,6
늘푸른약국,6
송이약국,6
현대약국,6
멜론약국,6
무지개온누리약국,6
정릉열린약국,6
수보온누리약국,6
십자약국,6
신정릉우리약국,6
태양약국,6
부부약국,6
녹원당약국,6
한강약국,6
대창약국,6
다정약국,6
호수온누리약국,6
메디칼2층약국,6
메디팜건강약국,6
월곡우리약국,6
기린온누리약국,6
365약국,6
메디팜큰사랑약국,6
가정약국,6
신삼성약국,6
아름다운약국,6
연주약국,6
참바로약국,6
은혜약국,6
동민약국,6
다정약국,6
유명약국,6
도담약국,6
참좋은약국,6
나약국,6
힘찬약국,6
동서옵티마약국,6
우리들약국,6
솔밭약국,6
힘찬약국,6
선약국,6
삼우약국,6
아이메디칼약국,6
공원아이사랑약국,6
프라임온누리약국,6
햇님약국,6
신세원약국,6
국민온누리약국,6
누리약국,6
길음메디칼약국,6
청백약국,6
아이사랑약국,6
월계약국,6
정주약국,6
밝은약국,6
늘봄약국,6
청춘약국,6
아가페온누리약국,6
황인재약국,6
메디팜백약국,6
월계프라자약국,6
화인온누리약국,6
길음시장약국,6
서현약국,6
대림당약국,6
봄온누리약국,6
삼층약국,6
청솔약국,6
사랑받는약국,6
사랑플러스약국,6
강원약국,6
하나약국,6
동그라미약국,6
소망약국,6
백세약국,6
메디칼팜약국,6
동서옵티마약국,6
우리들약국,6
솔밭약국,6
힘찬약국,6
선약국,6
삼우약국,6
아이메디칼약국,6
공원아이사랑약국,6
프라임온누리약국,6
햇님약국,6
신세원약국,6
국민온누리약국,6
누리약국,6
길음메디칼약국,6
청백약국,6
아이사랑약국,6
월계약국,6
정주약국,6
밝은약국,6
늘봄약국,6
청춘약국,6
아가페온누리약국,6
황인재약국,6
메디팜백약국,6
월계프라자약국,6
화인온누리약국,6
길음시장약국,6
서현약국,6
대림당약국,6
봄온누리약국,6
삼층약국,6
청솔약국,6
사랑받는약국,6
사랑플러스약국,6
강원약국,6
하나약국,6
동그라미약국,6
소망약국,6
백세약국,6
메디칼팜약국,6
롯데영플라자,5
비너스 명동점,5
롯대백화점 에비뉴엘점,5
구구스 명동롯데점,5
티파니손바느질,5
모노로그 명동2호점,5
럭키팩토리 명동점,5
DAB명동점,5
에비수 명동점,5
모노로그 명동1호점,5
리바이스바디웨어 명동2점,5
어라운드101 명동,5
PINWHEEL,5
패션홍 명동점,5
솔브 명동직매장점,5
꼴레뜨명동점,5
스멕스 명동점,5
TOMMYHILFIGER,5
캘빈클라인진 명동대리점,5
캘빈클라인언더웨어 명동대리점,5
원더플레이스명동점,5
플랙진 명동점,5
반도명동,5
츄 명동 플래그쉽스토어,5
혜지스 명동점,5
보이런던 명동충무점,5
비아트 명동본점,5
미쏘 명동점,5
보이런던 명동2가점,5
식스티에잇,5
H&M 명동 중앙길점,5
게스 명동직영점,5
온더스팟 명동점,5
믹스엑스믹스 명동점,5
스타일난다 핑크호텔,5
티니위니 명동2호점,5
에블린 명동,5
SJYP 명동직영점,5
아베명동,5
스파오 명동점,5
후아유 명동점,5
로엠 명동점,5
눈 스퀘어,5
탑텐 명동2호점,5
오델로 명동점,5
에잇세컨즈 명동점,5
뉴발란스키즈 명동점,5
젠 명동점,5
래코드 나눔의공간,5
나무다움 명동점,5
반니비스포크 명동점,5
애플,5
신세계백화점 본점,5
봄바니에,5
밀리오레 명동쇼핑몰,5
유니클로 명동중앙점,5
명동역지하쇼핑센터,5
노스페이스 명동점,5
M.FFIN 명동점,5
알니스 명동본점,5
블랭크425,5
젠느,5
Moon J,5
HEICH BLADE,5
캘빈클라인언더웨어 가로수길점,5
아보아보,5
ABO,5
언유주얼 앵글,5
근뿌룸,5
바이브레이트 신사점,5
에잇세컨즈 가로수길점,5
부티크비,5
VUIEL,5
그레이스케일,5
여은,5
SJYP 가로수길점,5
일랑일랑,5
앤켈리,5
테이즈 본사,5
눌샵,5
서플라이루트 가로수길,5
Doii Paris,5
어텐션로우,5
슬로우고먼트,5
젝시믹스 핏 스토어 가로수길점,5
블랑드셀로,5
K Way 가로수길 프리미어 스토어,5
보이런던 가로수직영점,5
워머,5
블루스맨,5
아이아이 쇼룸,5
라실루엣드유제니,5
2nd street,5
하이니크,5
제이와이킴,5
컷아웃포,5
코르크,5
프레이트,5
리바이스 신사 직영점,5
느와르라르메스,5
LOW CLASSIC,5
로우클래식가로수길점,5
akro,5
인트로,5
듀이듀이,5
클럽모나코 가로수길점,5
에이랜드 가로수길점,5
로즈엘,5
파라다이스에어라인,5
세인트제임스 부띠끄서울특별시점,5
마크앤올리비에,5
예닛시,5
TBH GLOBAL 라이브러리,5
미쳐라,5
폴로랄프로렌 가로수길 직영점,5
메종키츠네,5
디스커버리 가로수길점,5
유니클로 신사점,5
비슬로우 슬로우 하우스점,5
am 11:00,5
LE BLANC,5
Sakk,5
에스타도,5
스타일옴므 가로수길본점,5
그라운드플랜 본점,5
익선동빈티지,5
캘리도나휴,5
위시유,5
리바이스 가로수플래그쉽스토어,5
코데즈컴바인이너웨어 가로수점,5
솔브 가로수점,5
마시모두띠 가로수길점,5
ASOME,5
오디너리,5
에프앤에프디스커버리가로수길점,5
원더브라 가로수길점,5
에프터눈인더하우스,5
블루민 부띠끄,5
체리코코 가로수점,5
바스튜디오,5
스타일스토어,5
403호 만두카,5
미라르,5
103 가로수길점,5
파타고니아 서울특별시가로수길직영점,5
스페이스스테이션,5
Allow,5
REKKEN 가로수길 플래그쉽 스토어,5
가로수101,5
캐리마켓 가로수길점,5
이엔이,5
오프리미어쿱,5
PAUL HAN,5
에스파이,5
팬츠컴퍼니,5
클로띵스,5
베터카인드 스튜디오,5
MARGAUX,5
THE SWEAT,5
맨톤,5
페이우,5
21-3-80,5
폴앤앨리스,5
모이라이,5
해피투게더,5
패턴컨트롤,5
라파 서울특별시 클럽하우스,5
망고코리아 가로수길점,5
자라 가로수길점,5
어라운드더코너 가로수길점,5
라코스테 가로수길점,5
워드로브,5
더 테라스,5
etcseoul,5
타미진직영점,5
타미힐피거,5
딥블루,5
이티씨,5
블랙브라운,5
COS,5
한스타일아울렛,5
랜덤워크 가로수길점,5
컬럼비아 가로수길점,5
아트리아 플래그쉽스토어,5
콤아엠,5
바네루치,5
옴니,5
라믹스,5
SORTIE OUTLET,5
어반시티,5
MUNN,5
디그스타일,5
vase,5
조치필리,5
보엔,5
골스튜디오,5
마가찌니,5
타미힐피거 가로수길 직영점,5
킴스부띠끄,5
파슨스 가로수길점,5
마켓리버티,5
퓨쳐퍼펙트,5
Dare,5
H&M 신사 가로수점,5
빅토리아베이,5
군스타일,5
MISS HAPPY,5
어나더샵,5
vonin,5
클레먼트,5
나이키 훕소울533점,5
찬스바이라임스 가로수길지점,5
식스티에잇플래그십스토어,5
게스 가로수길직영점,5
코튼,5
셀레티드,5
스파오 가로수길점,5
다사르토,5
크림,5
꼴레뜨나인,5
RAFIK,5
더틴트 가로수길점,5
Tommer&jeffer,5
ABRAHAM K HANGUL,5
NEILL KATTER,5
오공빈티지,5
konsil,5
루이스클럽,5
배드블러드,5
리테일러,5
페이지원,5
볼트스토어,5
홀라인 홍대점,5
커버낫 홍대점,5
캉골 홍대직영점,5
로라로라 홍대점,5
제이반스클래식 홍대점,5
랩원오원,5
엉클조,5
라이프랩,5
스펠링,5
스며들다,5
롸킥스,5
코르카 홍대점,5
아영상사,5
스파오 AK홍대점,5
지오송지오 홍대,5
블랙업,5
부엔모조,5
젠 홍대점,5
웍스아웃 홍대 라이즈점,5
스파오 홍대점,5
에메필 홍대점,5
로엠 홍대 EXIT점,5
원더플레이스 홍대FSS점,5
에블린 홍대점,5
유니클로 와이즈파크 홍대점,5
Mixxo 홍대YZ파크점,5
블루케찹,5
헌트이너웨어 홍대YZ파크,5
인사일런스 홍대 팝업스토어,5
챔피온스토어 홍대AK&점,5
블루문앤코,5
하이츠스토어,5
에이랜드 홍대점,5
이스트쿤스트 Aland 홍대점,5
체인지박스,5
드림윙즈,5
연남빈티지,5
블랙브라운 홍대점,5
퍼플펌프스,5
빈티지 바이 로웰,5
게릴라라디오,5
TOM,5
Sculp,5
H&M 홍대점 (여성  남성),5
어게인유즈빈티지샵,5
홍대빽바지,5
섹시쿠키 홍대점,5
빈티지크루,5
옴니피플,5
엠플레이그라운드 홍대3호점,5
TROUBADOUR 홍대점,5
빈티집,5
뉴에라 홍대점,5
TOM,5
돈키호테,5
LOVER,5
클로 스튜디오,5
빈티지플러스,5
에메필 홍대2호점,5
아베르 스튜디오,5
키키러브,5
언더스타서울특별시,5
스페이스모리스,5
엠플레이그라운드 홍대2호점,5
널디 홍대 플래그쉽 스토어,5
LIZE&MilkCocoa,5
87MM,5
비바스튜디오,5
로파우사다 홍대점,5
플랫폼플레이스 홍대점,5
OiOi,5
세인트페인 FLAGSHIP,5
프랑켄모노,5
칼하트WIP 홍대와우산점,5
웍스아웃 홍대 와우산 아울렛,5
스탠다드가먼츠,5
커스텀멜로우홍대점,5
팀버랜드 홍대점,5
젝시믹스 핏 스토어 홍대점,5
스윙잉서울특별시 홍대점,5
슈코뉴,5
임블리 플래그쉽스토어 홍대점,5
와일드혹스,5
부기홀리데이,5
A PIECE OF CAKE,5
더어라운드,5
비슬로우 홍대점,5
데일리먼데이플래그쉽스토어,5
챈스챈스,5
로미스토리 플래그십스토어 홍대점,5
주코빈티지,5
아더스페이스 ADERerror,5
마크엠 플래그십 스토어,5
ZARA,5
vintageralph,5
코데즈컴바인이너웨어홍대점,5
모야키즈,5
미스터빈티지,5
패션홍 홍대점,5
YES 홍대점,5
트락,5
카우보이,5
키라키라,5
그리드,5
whenever,5
오늘의 빈티지,5
모란지,5
보라블리,5
마켓에이홍대2지점,5
패션홍 홍대파크점,5
코실,5
미지,5
데일리스미스 홍대점,5
한티지,5
디엠빈티지 홍대점,5
해피히피,5
라브로스,5
라따몬따,5
리스펙트,5
피라,5
노스트로,5
데니로드,5
SARTORO,5
Mistral 홍대직영점,5
벨앤휘슬,5
히얼위아,5
앤드비,5
테테아테테,5
라이커샵,5
문델리온,5
아도르클래식,5
옴니피플,5
스텝서울특별시,5
파타고니아 서울특별시홍대점,5
CHUU 홍대점,5
스타일난다,5
썸데이즈,5
68K,5
RGB201,5
슈타터,5
웨어웍스,5
라쇼몽,5
옐로우베리,5
헨즈,5
코코나니,5
조군샵 홍대점,5
LUIDE,5
어라운드더코너 AK&점,5
동교프라자,5
로라 홍대점,5
엔스테드,5
마크곤잘레스 플래그쉽스토어 홍대점,5
LMC HONGDAE FLAGSHIP STORE,5
로닌 홍대점,5
디스이즈네버댓,5
리얼소울,5
실리빌리,5
MOONOKA,5
토마토라이브러리,5
유니팝콘,5
엄브로 홍대직영점,5
빈티지산타,5
에이에이플레이스,5
FOREVER 21,5
썬플라워,5
이고,5
엠플레이그라운드 홍대1호점,5
솔브 홍대직매장,5
AAPLACE,5
DONOTEAT,5
사비로,5
크랭크,5
브라운야드,5
어 드림 오브 씨드,5
캡틴,5
지지지오지엔,5
비비부띠끄,5
앤센,5
르연,5
SOO SOO,5
김아홉,5
캐롤,5
바론오부띠크,5
자알,5
클로딘,5
미나그램,5
스마일온,5
플라플로,5
퓨엘라,5
FUNC.,5
제이스클로젯,5
오드리,5
애니,5
코뮌,5
엘리제,5
로제타,5
이태원몰,5
바바쿠트,5
네스트 스토어,5
틴트블럭,5
TINT BLOCK,5
블루핏,5
코코밀크,5
베러댄,5
비앤티,5
갈라테오,5
너드개러지,5
우니쿠,5
조슈아,5
누보,5
슈빅,5
비디알,5
오앨,5
무에라,5
옐로우컨테이너,5
드림라인,5
루머스,5
브릭레인IW,5
Lawless,5
Steadystat,5
프렌치맨션,5
CREEPY,5
하늘,5
한스양복,5
뉴욕테일러,5
팀버랜드 이태원점,5
드레브,5
머큐리양복점,5
알파양복점,5
맨체스타양복점,5
자이언트 서플라이,5
엘리아시크이태원점,5
잉들랜드양복점,5
국제큰옷,5
이태원디올,5
미스오리진,5
쥬리,5
루시,5
무지개큰옷,5
선테일러,5
데이톤,5
AMECO,5
빅토리타운,5
아폴로샵,5
현대큰옷,5
캐피탈양복점,5
로얄여자큰옷,5
아파치큰옷전문,5
이태원스포츠,5
깜보큰옷집,5
맥슬러,5
테라,5
해밀톤셔츠 이태원분점,5
킴스부띠끄,5
유니큰옷,5
오로라,5
천하장사큰옷,5
썬스타양복점,5
프렌드리,5
지지강양복점,5
빅톰,5
미라클콜렉션,5
엘리시아,5
에스비와이,5
GGKANG,5
빅보스,5
나드리 여성큰옷,5
진주강,5
레더파크,5
뉴패션양복점,5
크리스,5
노스비치,5
휴스턴,5
빅사이즈토탈몰,5
TROUBADOUR 이태원점,5
에메필 이태원점,5
빅스타,5
힐튼양복점,5
제이리나,5
샘스양복점,5
다이너스티 양복점,5
히말라야아이즈,5
FAMILY SHOP,5
카라,5
LABELESS,5
고려양복점,5
ODDONEOUT,5
ARCHIVE ROOM,5
피콕샵,5
데이아 빈티지,5
베이지베이지,5
오권숙,5
마니에르,5
MANIERE,5
리디아 비스포크 테일러,5
수트서플라이 한남점,5
와드로브,5
멜팅룸,5
소피엠,5
레드피쉬키즈,5
딥플로우,5
WMM STUDIOS,5
구루,5
로코보니타,5
올모스트홈 경리단길,5
CHAMBER,5
THE CENTAUR,5
빈티지 모란모란,5
NOTA,5
Pretone,5
트랜드헌트,5
아스팔트킨트 A28T,5
동대문 지하쇼핑센터,5
동대문종합시장,5
탑텐 동대문점,5
솔브 동대문점,5
jaba11,5
란제리하우스,5
삼우텍스프라자,5
채플린옴므,5
디오트패션도매상가,5
케이패션,5
벨포스트,5
아트프라자,5
DDP패션몰,5
맥스타일,5
DWP,5
혜양엘리시움,5
광희패션몰,5
퀸즈스퀘어,5
FOREVER 21,5
마리하우스,5
에메필 명동점,5
에이랜드 명동점,5
YHKIM,5
에스콰이아옴므,5
인디브랜드 명동2호점,5
LOW CLASIC,5
네오커스텀테일러 명동본점,5
캐나다구스,5
루바나 명동본점,5
청평화패션몰,5
롯데FITIN동대문점,5
SEF,5
굿모닝시티 쇼핑몰,5
Apm쇼핑몰,5
밀리오레,5
라이크어스타,5
두타몰,5
모던앤빈티지,5
현대시티아울렛 동대문점,5
동화상가,5
평화시장,5
남양사,5
신평화패션타운,5
동평화패션타운,5
반포드레스,5
장일남컬렉션,5
콘도티,5
ElevenNTwelve 밀레오레 명동점,5
프리미엄아울렛 골든하이,5
롯데프레시 대구구지점,5
힐스테이트 금정역 상업시설,5
(주)이마트 통영점,5
현대프리미엄아울렛 남양주점,5
현대프리미엄아울렛 대전점,5
모다아울렛,5
아르켓 가로수길점,5
더발론 플래그십 스토어,5
하랑주얼리,5
안젤로비안코 쇼룸,5
엘라부티크,5
인스턴트펑크 압구정플래그십스토어,5
큰옷전문 빅보스,5
나일로라 한남 플래그십스토어,5
TRVR,5
Lynder,5
아이엔에프아이엑스,5
애글릿,5
포쉬빈티지,5
KINDERSALMON,5
스왈로우라운지 한남,5
아이워즈어카,5
시엔느,5
원더플레이스,5
Towpath Shop,5
5PENING,5
마리떼프랑소와저버 한남점,5
